timestamp,dataset,seed,best_epoch,S,U,H,batch_size,lr,syn_num,ins_weight,cls_weight,ins_temp,cls_temp
2026-03-16 15:17:59,SUN,3483,30,0.10775193798449613,0.03888888888888889,0.057151248164464014,2048,0.0001,100,0.001,0.001,0.1,0.1
